age,Age class,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),TIME_PERIOD,Time,OBS_VALUE
Y85-89,From 85 to 89 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2016,,576.9
Y85-89,From 85 to 89 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2017,,569.12
Y85-89,From 85 to 89 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2018,,557.36
Y85-89,From 85 to 89 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2019,,547.96
Y85-89,From 85 to 89 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2020,,556.06
Y85-89,From 85 to 89 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2021,,561.99
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2011,,1.55
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2012,,5.56
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2013,,2.85
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2014,,5.09
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2015,,13.28
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2016,,14.55
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2017,,37.03
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2018,,52.95
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2019,,40.3
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2020,,20.45
Y85-89,From 85 to 89 years,J09-J11,Influenza (including swine flu),2021,,1.08
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2011,,398.59
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2012,,415.26
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2013,,402.6
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2014,,355.14
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2015,,424.73
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2016,,379.34
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2017,,419.21
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2018,,413.33
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2019,,350.86
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2020,,328.34
Y85-89,From 85 to 89 years,J12-J18,Pneumonia,2021,,279.37
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2011,,1012.52
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2012,,1042.97
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2013,,956.13
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2014,,873.93
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2015,,951.83
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2016,,787.47
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2017,,761.1
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2018,,723.61
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2019,,639.33
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2020,,577.6
Y85-89,From 85 to 89 years,J40-J44_J47,Other lower respiratory diseases,2021,,493.37
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2011,,1031.08
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2012,,1055.95
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2013,,972.15
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2014,,887.17
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2015,,964.47
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2016,,798.93
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2017,,774.73
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2018,,737.55
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2019,,648.17
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2020,,592.06
Y85-89,From 85 to 89 years,J40-J47,Chronic lower respiratory diseases,2021,,506.39
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2011,,18.56
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2012,,12.98
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2013,,16.02
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2014,,13.24
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2015,,12.63
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2016,,11.46
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2017,,13.63
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2018,,13.95
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2019,,8.83
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2020,,14.45
Y85-89,From 85 to 89 years,J45_J46,Asthma and status asthmaticus,2021,,13.02
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2011,,750.02
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2012,,806.79
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2013,,692
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2014,,705.87
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2015,,879.26
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2016,,757.74
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2017,,839.31
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2018,,881.31
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2019,,743.13
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2020,,658.33
Y85-89,From 85 to 89 years,J_OTH,Other diseases of the respiratory system (remainder of J00-J99),2021,,561.18
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2011,,21.26
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2012,,13.72
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2013,,18.51
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2014,,11.54
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2015,,12.31
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2016,,15.17
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2017,,14.81
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2018,,12.53
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2019,,12.7
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2020,,14.45
Y85-89,From 85 to 89 years,K25-K28,"Ulcer of stomach, duodenum and jejunum",2021,,8.14
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2011,,42.53
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2012,,39.67
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2013,,41.65
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2014,,43.46
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2015,,41.79
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2016,,41.49
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2017,,44.44
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2018,,40.14
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2019,,37.27
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2020,,33.54
Y85-89,From 85 to 89 years,K70_K73_K74,Chronic liver disease,2021,,39.06
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2011,,46.01
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2012,,43.75
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2013,,46.99
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2014,,46.85
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2015,,42.44
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2016,,41.49
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2017,,46.22
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2018,,42.41
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2019,,39.48
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2020,,33.27
Y85-89,From 85 to 89 years,K72-K75,Chronic liver disease (excluding alcoholic and toxic liver disease),2021,,40.41
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2011,,498.72
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2012,,503.5
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2013,,486.61
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2014,,455.64
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2015,,464.58
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2016,,475.64
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2017,,456.54
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2018,,492.75
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2019,,493.86
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2020,,453.52
Y85-89,From 85 to 89 years,K_OTH,Other diseases of the digestive system (remainder of K00-K93),2021,,452.42
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2011,,32.47
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2012,,31.89
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2013,,35.24
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2014,,29.2
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2015,,38.55
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2016,,40.88
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2017,,44.74
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2018,,49.53
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2019,,46.93
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2020,,41.72
Y85-89,From 85 to 89 years,L,Diseases of the skin and subcutaneous tissue (L00-L99),2021,,53.7
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2011,,102.06
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2012,,117.53
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2013,,94.69
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2014,,106.95
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,,104.97
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016,,114.58
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017,,134.8
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2018,,124.4
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2019,,132.78
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2020,,124.9
Y85-89,From 85 to 89 years,M,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021,,126.12
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2011,,96.65
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2012,,110.86
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2013,,91.48
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2014,,99.82
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2015,,98.81
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2016,,107.76
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2017,,126.8
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2018,,116.14
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2019,,125.33
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2020,,118.63
Y85-89,From 85 to 89 years,M_OTH,Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99),2021,,120.7
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2011,,343.69
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2012,,340.37
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2013,,332.47
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2014,,285.54
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2015,,273.76
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2016,,264.14
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2017,,274.04
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2018,,284.09
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2019,,271.91
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2020,,264.26
Y85-89,From 85 to 89 years,N00-N29,Diseases of kidney and ureter,2021,,278.56
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2011,,151.94
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2012,,175
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2013,,166.95
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2014,,169.08
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2015,,180.13
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2016,,180.22
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2017,,207.98
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2018,,196.98
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2019,,199.03
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2020,,237.53
Y85-89,From 85 to 89 years,N_OTH,Other diseases of the genitourinary system (remainder of N00-N99),2021,,243.02
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2011,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2012,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2013,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2014,,0.34
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2015,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2016,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2017,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2018,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2019,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2020,,0
Y85-89,From 85 to 89 years,P,Certain conditions originating in the perinatal period (P00-P96),2021,,0
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2011,,2.32
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2012,,5.93
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2013,,2.85
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2014,,2.38
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,,3.24
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016,,2.48
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017,,3.85
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2018,,3.42
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019,,2.21
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020,,3
Y85-89,From 85 to 89 years,Q,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021,,3.53
Y85-89,From 85 to 89 years,R,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2011,,251.29
